record_date,devs_1dau,devs_7dau,devs_28dau
2022-05-26,7734,23440,53403
2022-05-27,7631,23377,53479
2022-05-28,4016,23590,53670
2022-05-29,4166,23744,54015
2022-05-30,7882,23717,54424
2022-05-31,8599,23640,54868
2022-06-01,8332,23432,55240
2022-06-02,8260,23689,55395
2022-06-03,7073,23469,55405
2022-06-04,3464,23334,55395
2022-06-05,3469,22957,55375
2022-06-06,7673,22920,55437
2022-06-07,8942,23045,55631
2022-06-08,9031,23295,55818
2022-06-09,8628,23260,55825
2022-06-10,7777,23358,55764
2022-06-11,3449,23359,55840
2022-06-12,3625,23432,55867
2022-06-13,8569,23786,55983
2022-06-14,8984,23894,56155
2022-06-15,8890,23810,56309
2022-06-16,8286,23632,56268
2022-06-17,7661,23468,56207
2022-06-18,3476,23578,56343
2022-06-19,3450,23563,56292
2022-06-20,8347,23772,56465
2022-06-21,8888,23811,56471
2022-06-22,8858,23652,56321
2022-06-23,8513,23578,56476
2022-06-24,7665,23363,56419
2022-06-25,3488,23467,56316
2022-06-26,3580,23570,56066
2022-06-27,8747,23743,56149
2022-06-28,8947,23723,56168
2022-06-29,8881,23727,56288
2022-06-30,8736,23733,56344
2022-07-01,7834,23610,56463
2022-07-02,3299,23519,56385
2022-07-03,3518,23529,56405
2022-07-04,7685,23343,56421
2022-07-05,8676,23337,56430
2022-07-06,8802,23219,56249
2022-07-07,8713,23099,56146
2022-07-08,7719,22724,56063
2022-07-09,3094,22716,56018
2022-07-10,3238,22595,55885
2022-07-11,8478,22927,55983
2022-07-12,8654,22975,55889
2022-07-13,8829,22981,55708
2022-07-14,8555,22925,55676
2022-07-15,7852,22863,55604
2022-07-16,3360,22974,55545
2022-07-17,3434,23087,55567
2022-07-18,8492,23336,55608
2022-07-19,9115,23632,55714
2022-07-20,9051,23788,55742
2022-07-21,9219,23948,55866
2022-07-22,8291,23816,55849
2022-07-23,3355,23835,55818
2022-07-24,3625,23861,55838
2022-07-25,9125,24255,56012
2022-07-26,9365,24318,56056
2022-07-27,9279,24389,56162
2022-07-28,9212,24441,56188
2022-07-29,8469,24236,56132
2022-07-30,3446,24353,56260
2022-07-31,3536,24397,56253
2022-08-01,8743,24487,56526
2022-08-02,9187,24533,56780
2022-08-03,8999,24380,56824
2022-08-04,9172,24347,56953
2022-08-05,8249,23922,57080
2022-08-06,3252,23856,57112
2022-08-07,3594,23840,57202
2022-08-08,9174,24120,57471
2022-08-09,8975,24157,57583
2022-08-10,9116,24323,57662
2022-08-11,8466,24085,57618
2022-08-12,7796,23784,57618
2022-08-13,3268,23884,57575
2022-08-14,3418,23927,57570
2022-08-15,7160,23365,57545
2022-08-16,8868,23296,57480
2022-08-17,8803,23055,57379
2022-08-18,8885,23162,57381
2022-08-19,8058,22859,57256
2022-08-20,3282,22886,57258
2022-08-21,3617,22954,57310
2022-08-22,9234,23810,57408
2022-08-23,9271,24051,57372
2022-08-24,9351,24276,57318
2022-08-25,9301,24294,57293
2022-08-26,8515,24140,56983
2022-08-27,3308,24131,56928
2022-08-28,3669,24112,56894
2022-08-29,9142,24336,56982
2022-08-30,9237,24435,57005
2022-08-31,8682,24138,56902
2022-09-01,9318,24250,56961
2022-09-02,8386,24004,56804
2022-09-03,3503,24264,56991
2022-09-04,3718,24300,57043
2022-09-05,8406,24168,56789
2022-09-06,9649,24444,56802
2022-09-07,9369,24743,56778
2022-09-08,9264,24652,56899
2022-09-09,8321,24493,56832
2022-09-10,3450,24540,56954
2022-09-11,3715,24623,57011
2022-09-12,9038,25037,57426
2022-09-13,10004,25297,57819
2022-09-14,9871,25533,58109
2022-09-15,9844,25832,58340
2022-09-16,8843,25874,58406
2022-09-17,3674,26024,58602
2022-09-18,3943,26211,58763
2022-09-19,9453,26533,59078
2022-09-20,10159,26560,59385
2022-09-21,9984,26706,59579
2022-09-22,9945,26726,60013
2022-09-23,8813,26412,59970
2022-09-24,3901,26539,60255
2022-09-25,4000,26545,60409
2022-09-26,10000,26935,60738
2022-09-27,10133,27007,61128
2022-09-28,10216,27193,61600
2022-09-29,10076,27154,61733
2022-09-30,8905,26866,61759
2022-10-01,3538,26754,61769
2022-10-02,3756,26772,61864
2022-10-03,8778,26561,62214
2022-10-04,9253,26380,62269
2022-10-05,8582,25846,62205
2022-10-06,9435,25452,62309
2022-10-07,8595,24906,62313
2022-10-08,4105,25375,62462
2022-10-09,4347,25663,62632
2022-10-10,9234,26032,62771
2022-10-11,10548,26570,63033
2022-10-12,10210,27235,63241
2022-10-13,10410,27506,63329
2022-10-14,9559,27648,63446
2022-10-15,3996,27806,63607
2022-10-16,4402,27975,63815
2022-10-17,10659,28615,64282
2022-10-18,10931,28807,64624
2022-10-19,10947,28942,65006
2022-10-20,10792,28877,65179
2022-10-21,9796,28687,65161
2022-10-22,4027,28780,65245
2022-10-23,4252,28704,65301
2022-10-24,9878,28657,65388
2022-10-25,10678,28626,65615
2022-10-26,10595,28489,65635
2022-10-27,10790,28451,65672
2022-10-28,9935,28340,65879
2022-10-29,4248,28456,66116
2022-10-30,4537,28533,66225
2022-10-31,10480,28803,66622
2022-11-01,9994,28800,66797
2022-11-02,10740,28912,67261
2022-11-03,11090,28968,67581
2022-11-04,10325,28881,67849
2022-11-05,4588,29167,68074
2022-11-06,4815,29432,68301
2022-11-07,11602,30091,68905
2022-11-08,11755,30842,69383
2022-11-09,11821,31378,69708
2022-11-10,11662,31701,70067
2022-11-11,10137,31645,70246
2022-11-12,4699,31787,70578
2022-11-13,5081,31877,70797
2022-11-14,11786,32227,71307
2022-11-15,11909,32300,71696
2022-11-16,12306,32468,72156
2022-11-17,12309,32396,72486
2022-11-18,11016,32411,72670
2022-11-19,5030,32646,72999
2022-11-20,5274,32710,73263
2022-11-21,12010,33088,73909
2022-11-22,12310,33232,74487
2022-11-23,11487,33037,74750
2022-11-24,10893,32601,74894
2022-11-25,9974,31932,74860
2022-11-26,4683,31864,75178
2022-11-27,5357,31992,75490
2022-11-28,12490,32364,76120
2022-11-29,12799,32670,76814
2022-11-30,12747,33084,77379
2022-12-01,12273,33467,77646
2022-12-02,11218,33595,77736
2022-12-03,5124,33901,77990
2022-12-04,5618,34070,78234
2022-12-05,12445,34327,78562
2022-12-06,12931,34515,78846
2022-12-07,12863,34454,78968
2022-12-08,12274,34380,79010
2022-12-09,10884,33962,78984
2022-12-10,4858,33936,79082
2022-12-11,5507,33939,79199
2022-12-12,12443,34103,79418
2022-12-13,12432,33969,79582
2022-12-14,12414,33961,79819
2022-12-15,11992,33593,79788
2022-12-16,10797,33240,79660
2022-12-17,4559,33249,79588
2022-12-18,4629,32908,79489
2022-12-19,11136,32474,79310
2022-12-20,11162,31912,79086
2022-12-21,10795,30998,78897
2022-12-22,10194,30110,78745
2022-12-23,8354,28911,78340
2022-12-24,3603,28642,78243
2022-12-25,3685,28306,77872
2022-12-26,6931,27065,76941
2022-12-27,8175,25831,75992
2022-12-28,8296,24614,74994
2022-12-29,7670,23165,74078
2022-12-30,6498,21846,72996
2022-12-31,3406,21756,72634
2023-01-01,3421,21734,72086
2023-01-02,7255,22439,71309
2023-01-03,10388,23937,70764
2023-01-04,10780,25053,70243
2023-01-05,11029,26283,69589
2023-01-06,9925,27234,69177
2023-01-07,4622,27675,69135
2023-01-08,4789,28171,68848
2023-01-09,11802,30073,68724
2023-01-10,12612,31046,68572
2023-01-11,12537,31872,68330
2023-01-12,12426,32520,68330
2023-01-13,11331,32807,68215
2023-01-14,4769,32931,68342
2023-01-15,5090,33054,68470
2023-01-16,11618,33268,68763
2023-01-17,12646,33212,69026
2023-01-18,12491,33074,69311
2023-01-19,12143,32838,69590
2023-01-20,10944,32459,69891
2023-01-21,4688,32553,70214
2023-01-22,4943,32540,70509
2023-01-23,11065,32538,71454
2023-01-24,11823,32398,72461
2023-01-25,11700,32121,73210
2023-01-26,10923,31598,73800
2023-01-27,10917,31258,74486
2023-01-28,5261,31762,75051
2023-01-29,5694,32080,75586
2023-01-30,12848,32871,76593
2023-01-31,12989,33260,77096
2023-02-01,13061,33602,77511
2023-02-02,13128,34291,78023
2023-02-03,12133,34428,78306
2023-02-04,5314,34685,78607
2023-02-05,5539,34745,78825
2023-02-06,13280,35103,79281
2023-02-07,13881,35691,79653
2023-02-08,14004,36194,80067
2023-02-09,13757,36289,80244
2023-02-10,12812,36506,80655
2023-02-11,5583,36699,80981
2023-02-12,6008,37007,81459
2023-02-13,14016,37556,82203
2023-02-14,14138,37758,82621
2023-02-15,14222,37831,83081
2023-02-16,14409,38246,83851
2023-02-17,13070,38139,84313
2023-02-18,5626,38333,84748
2023-02-19,6102,38357,85143
2023-02-20,13146,38430,85893
2023-02-21,14295,38718,86573
2023-02-22,14476,38669,87246
2023-02-23,14046,38439,88044
2023-02-24,13196,38151,88542
2023-02-25,6049,38479,88991
2023-02-26,6500,38618,89340
2023-02-27,14805,39318,90055
2023-02-28,15024,39582,90678
2023-03-01,14850,39824,91305
2023-03-02,15301,40253,92010
2023-03-03,14096,40443,92625
2023-03-04,6179,40715,92932
2023-03-05,6612,40821,93322
2023-03-06,15166,41290,94045
2023-03-07,15232,41295,94442
2023-03-08,14883,41319,94729
2023-03-09,15841,41471,95325
2023-03-10,14092,40935,95354
2023-03-11,6353,41169,95662
2023-03-12,6832,41302,95834
2023-03-13,15854,41878,96363
2023-03-14,16395,42291,96911
2023-03-15,16353,43001,97288
2023-03-16,16411,43178,97746
2023-03-17,14892,43288,98139
2023-03-18,6636,43610,98701
2023-03-19,7114,43931,99138
2023-03-20,16150,44595,100193
2023-03-21,16223,44828,100947
2023-03-22,16107,44751,101513
2023-03-23,16493,44567,102141
2023-03-24,15257,44468,102606
2023-03-25,7149,44729,103100
2023-03-26,7495,44886,103428
2023-03-27,16903,45340,104260
2023-03-28,17410,45697,104887
2023-03-29,17045,45898,105416
2023-03-30,16884,46041,105789
2023-03-31,15742,45923,106091
2023-04-01,7026,46197,106586
2023-04-02,7478,46392,106967
2023-04-03,16681,46888,107761
2023-04-04,17048,47127,108535
2023-04-05,15746,46828,109108
2023-04-06,15936,46511,109373
2023-04-07,12358,45282,109415
2023-04-08,7209,45504,109924
2023-04-09,7044,45431,110189
2023-04-10,14988,45348,110734
2023-04-11,17711,45692,111266
2023-04-12,17831,46427,111994
2023-04-13,17486,46895,112367
2023-04-14,15588,47726,112707
2023-04-15,7356,47831,113141
2023-04-16,7734,48198,113536
2023-04-17,17751,49422,114197
2023-04-18,18443,49840,115067
2023-04-19,18939,50320,116060
2023-04-20,18446,50407,116825
2023-04-21,15390,50004,116748
2023-04-22,7124,50092,117009
2023-04-23,8920,50595,117627
2023-04-24,18469,51267,118559
2023-04-25,19106,51816,119529
2023-04-26,19765,52677,121058
2023-04-27,20290,53943,123186
2023-04-28,18178,55189,124297
2023-04-29,8176,56136,125168
2023-04-30,8120,56481,125878
2023-05-01,12680,56012,126384
2023-05-02,19041,56991,128208
2023-05-03,18995,57179,130154
2023-05-04,20205,57129,132315
2023-05-05,18440,56752,134519
2023-05-06,10442,57894,135961
2023-05-07,9748,58798,137276
2023-05-08,19785,61391,139178
2023-05-09,20535,61537,140341
2023-05-10,20124,61215,141145
2023-05-11,20413,60675,142206
2023-05-12,18285,59658,142954
2023-05-13,8249,58707,143582
2023-05-14,8835,58079,144099
2023-05-15,20679,58469,145460
2023-05-16,20996,58554,146577
2023-05-17,20925,58741,147336
2023-05-18,18786,57969,147464
2023-05-19,18039,57468,148060
2023-05-20,8534,57710,148753
2023-05-21,8977,57815,149014
2023-05-22,20316,58022,149884
2023-05-23,21095,57890,150351
2023-05-24,20798,57766,150280
2023-05-25,20529,58208,149481
2023-05-26,18290,57884,148715
2023-05-27,8045,57769,148485
2023-05-28,8477,57577,148340
2023-05-29,16532,56559,148738
2023-05-30,21029,56535,148349
2023-05-31,20826,56464,147620
2023-06-01,20469,56178,146644
2023-06-02,18563,55695,145578
2023-06-03,8365,56058,144635
2023-06-04,8702,56268,143887
2023-06-05,20635,57850,143763
2023-06-06,21300,58130,143699
2023-06-07,21417,58256,143734
2023-06-08,20330,58141,143370
2023-06-09,18800,57820,143171
2023-06-10,8254,57938,143224
2023-06-11,8983,58098,143189
2023-06-12,21059,58329,143130
2023-06-13,22134,58692,143167
2023-06-14,21941,58896,143206
2023-06-15,21645,59272,143635
2023-06-16,19273,59130,143451
2023-06-17,8160,59261,143393
2023-06-18,8657,59335,143319
2023-06-19,20238,59438,143491
2023-06-20,21904,59358,143698
2023-06-21,21638,58981,143722
2023-06-22,20034,58407,143505
2023-06-23,17864,57392,142866
2023-06-24,7905,57466,143057
2023-06-25,9647,57725,143240
2023-06-26,20997,58102,144065
2023-06-27,21663,58191,144244
2023-06-28,20936,57889,144232
2023-06-29,19791,57500,144053
2023-06-30,18854,57161,143827
2023-07-01,7830,57259,143740
2023-07-02,8457,57130,143837
2023-07-03,20457,57659,143951
2023-07-04,20197,57436,143752
2023-07-05,22026,57856,143938
2023-07-06,22014,58373,144111
2023-07-07,19892,57962,144069
2023-07-08,8261,58242,144044
2023-07-09,8909,58642,144157
2023-07-10,22227,59614,144552
2023-07-11,22738,60572,144526
2023-07-12,22762,60958,144602
2023-07-13,22560,61150,144770
2023-07-14,19895,60924,144756
2023-07-15,8474,61201,145011
2023-07-16,8775,61272,145158
2023-07-17,21848,61595,145811
2023-07-18,23024,61830,146150
2023-07-19,22574,61519,146213
2023-07-20,22636,61150,146489
2023-07-21,20393,60804,146789
2023-07-22,8636,60944,147124
2023-07-23,8953,61016,147179
2023-07-24,22593,61603,147868
2023-07-25,23241,61793,148257
2023-07-26,23258,61914,148558
2023-07-27,22988,61830,149092
2023-07-28,20669,61517,149026
2023-07-29,8493,61479,149169
2023-07-30,9042,61499,149377
2023-07-31,22326,61880,149762
2023-08-01,22821,61944,150277
2023-08-02,23134,62070,150549
2023-08-03,22914,61772,150407
2023-08-04,20745,61067,150244
2023-08-05,8450,61296,150316
2023-08-06,8842,61237,150251
2023-08-07,22154,61557,150162
2023-08-08,23173,61857,150154
2023-08-09,23063,61995,150145
2023-08-10,22685,61858,150092
2023-08-11,19479,61074,149833
2023-08-12,8178,61178,149821
2023-08-13,8616,61229,149832
2023-08-14,20109,61166,149752
2023-08-15,18796,60095,149261
2023-08-16,22553,59660,149370
2023-08-17,22434,58964,149359
2023-08-18,20674,58620,149181
2023-08-19,8521,58845,149320
2023-08-20,9131,59142,149384
2023-08-21,23128,60876,149885
2023-08-22,24041,62747,150276
2023-08-23,24127,63291,150527
2023-08-24,23722,63725,150551
2023-08-25,21764,63616,150502
2023-08-26,9078,64206,151078
2023-08-27,9525,64422,151154
2023-08-28,23591,65093,151728
2023-08-29,24690,65614,152406
2023-08-30,23973,65437,152485
2023-08-31,23993,65351,152546
2023-09-01,21283,64449,152321
2023-09-02,8542,64302,152471
2023-09-03,9427,64371,152692
2023-09-04,21555,64220,152989
2023-09-05,24613,64547,153422
2023-09-06,24629,64880,153570
2023-09-07,23668,64582,153518
2023-09-08,22011,64435,153710
2023-09-09,8958,64848,154005
2023-09-10,9613,64803,154237
2023-09-11,24515,65928,155191
2023-09-12,25399,66498,156531
2023-09-13,25498,67049,157437
2023-09-14,25100,67484,158259
2023-09-15,22584,67356,158413
2023-09-16,9237,67803,158861
2023-09-17,9412,68026,159172
2023-09-18,23021,68218,159560
2023-09-19,24486,68266,159983
2023-09-20,25437,67960,160361
2023-09-21,25579,67798,161024
2023-09-22,23171,67392,161137
2023-09-23,9563,67615,161434
2023-09-24,9693,67813,161698
2023-09-25,25141,69150,162453
2023-09-26,26215,70076,163091
2023-09-27,25370,69931,163413
2023-09-28,23908,69109,163311
2023-09-29,20316,67822,163208
2023-09-30,8672,67674,163537
2023-10-01,9195,67628,163622
2023-10-02,20129,66529,163821
2023-10-03,23053,65575,164040
2023-10-04,24382,65383,164259
2023-10-05,24276,64561,164371
2023-10-06,22234,64556,164354
2023-10-07,10757,66217,165045
2023-10-08,11230,67365,165657
2023-10-09,24170,69191,166177
2023-10-10,26751,70601,166671
2023-10-11,27103,71393,166757
2023-10-12,25913,72102,167113
2023-10-13,23883,71822,166927
2023-10-14,9702,71848,167166
2023-10-15,10674,71863,167545
2023-10-16,26759,73070,168744
2023-10-17,27582,73647,169795
2023-10-18,27431,73622,170449
2023-10-19,26725,73427,170472
2023-10-20,23967,72531,169977
2023-10-21,9716,72699,170022
2023-10-22,10474,72765,170281
2023-10-23,25274,72728,170561
2023-10-24,25567,72363,170581
2023-10-25,27543,72419,171335
2023-10-26,27533,72652,171931
2023-10-27,24945,72612,172352
2023-10-28,10672,73323,173173
2023-10-29,11033,73748,173796
2023-10-30,27908,75453,175733
2023-10-31,28130,76499,177035
2023-11-01,25944,76689,177775
2023-11-02,27666,76793,178789
2023-11-03,25098,76703,179303
2023-11-04,11165,77194,179873
2023-11-05,11797,77685,180238
2023-11-06,29229,78875,182068
2023-11-07,30178,79705,183157
2023-11-08,29849,80902,183892
2023-11-09,29734,81361,184810
2023-11-10,25919,80908,184922
2023-11-11,10655,80908,185522
2023-11-12,10991,80594,185756
2023-11-13,27097,80217,186334
2023-11-14,28908,80193,187181
2023-11-15,28144,79683,187627
2023-11-16,29645,79351,188633
2023-11-17,27510,79618,189809
2023-11-18,11709,80285,190913
2023-11-19,12030,80901,191637
2023-11-20,29260,82447,193444
2023-11-21,31002,83477,195352
2023-11-22,30364,84548,196804
2023-11-23,27542,83994,197542
2023-11-24,25745,82782,198036
2023-11-25,12030,83246,198817
2023-11-26,12889,83779,199650
2023-11-27,31582,85378,201249
2023-11-28,32655,86333,202584
2023-11-29,32678,87288,204518
2023-11-30,32190,88853,205750
2023-12-01,29307,89301,206444
2023-12-02,12654,89568,206924
2023-12-03,13228,89943,207558
2023-12-04,31161,90148,208364
2023-12-05,31709,89810,208897
2023-12-06,31389,89262,209453
2023-12-07,30631,88203,209501
2023-12-08,26886,86581,209563
2023-12-09,12044,86404,210221
2023-12-10,12966,86378,211027
2023-12-11,30866,86483,212092
2023-12-12,31446,86513,212641
